0|1|2|3|5
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de minerales y rocas|Operadores de instalaciones de procesamiento de minerales y rocas
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de minerales y rocas|Enresinador de sierras cortadoras de mármol
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de minerales y rocas|Operador de equipos para taladrar y/o labrar piedra
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de minerales y rocas|Operador de cortadoras de mármol
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de minerales y rocas|Operador de máquina quebrantadoras o pulverizadoras de piedra
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de minerales y rocas|Operador de máquinas aserradoras o cortadoras de piedra
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de minerales y rocas|Operador de máquinas trituradoras de arcilla
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|Perforadores y sondistas de pozos y afines
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|Posero con maquinaria industrial
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|Perforador y sondista de pozos y afines
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|"Operadores  de  máquinas  para 
fabricar  cemento  y  otros  productos"
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|minerales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|Operador de máquina para fabricar cemento y otros productos minerales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|"Operadores  de 
instalaciones  de  procesamiento  y 
recubridoras  de"
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Perforadores y sondistas de pozos y afines|metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operadores de instalaciones de procesamiento de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Auxiliar de máquina herramientas metalmecánica
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de instalaciones de procesamiento de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina de fabricación de municiones
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operadores  de  máquinas  pulidoras,  galvanizadoras  y  recubridoras  de
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Galvanizador u operador de máquina
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina bobinadora
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina bruñidora de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina de curvado de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina de pintura sobre metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina para grabados de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina pulidora de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina recubridora de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina taladradora o ranuradora de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de proceso de cromado
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de proceso de niquelación
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operario ensamblador de productos de metal
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|Operador de máquina mandriladora de metales
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|"Operadores  de 
instalaciones  y  máquinas  de  productos  químicos  y"
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|
Operadores de instalaciones y máquinas y ensambladores|Operadores de instalaciones fijas y máquinas|Oficiales y operarios de la confección y afines|Operadores de instalaciones de procesamiento de metales|fotográficos
